#{"t_start": 1783721429.796538, "env_id": "SpaceInvaders-v0"}
r,l,t
15.0,691,2638.658504
17.0,971,2639.57153
10.0,537,2640.063072
7.0,392,2640.451222
4.0,488,2640.921268
24.0,1354,2642.178666
9.0,636,2642.782233
16.0,838,2643.55745
23.0,1264,2644.712439
6.0,521,2645.197731
26.0,1306,2646.395067
13.0,648,2647.00449
18.0,930,2647.87232
19.0,857,2648.664769
19.0,949,2649.556626
14.0,918,2650.411
15.0,1018,2651.382769
15.0,667,2652.023161
15.0,1010,2653.000576
27.0,1070,2654.017246
20.0,872,2654.827729
15.0,744,2655.522616
9.0,629,2656.108575
22.0,960,2656.993742
23.0,964,2657.887142
16.0,883,2658.685882
3.0,545,2659.200111
7.0,516,2659.687392
8.0,740,2660.396557
14.0,916,2661.244562
11.0,666,2661.864516
7.0,503,2662.327714
8.0,667,2662.939071
21.0,1032,2663.919111
17.0,805,2664.692154
22.0,1324,2665.983224
22.0,915,2666.854328
14.0,751,2667.568321
21.0,1057,2668.543634
29.0,1439,2669.854003
9.0,568,2670.396119
11.0,887,2671.236081
11.0,491,2671.689655
8.0,579,2672.242763
18.0,1004,2673.169708
7.0,514,2673.652316
11.0,657,2674.274729
27.0,1176,2675.376578
19.0,1033,2676.365912
17.0,1021,2677.35056
14.0,636,2677.967922
21.0,1106,2679.036802
7.0,598,2679.593261
17.0,1225,2680.728155
12.0,704,2681.398445
13.0,745,2682.114169
6.0,439,2682.536632
24.0,1032,2683.501446
18.0,1050,2684.506853
7.0,618,2685.11416
8.0,632,2685.717574
15.0,879,2686.596556
11.0,770,2687.339056
14.0,794,2688.079066
13.0,635,2688.686477
23.0,987,2689.632192
8.0,685,2690.285812
4.0,411,2690.681179
33.0,1608,2692.144195
24.0,1125,2693.202032
19.0,808,2693.960983
16.0,1037,2694.949033
15.0,1057,2695.962631
16.0,827,2696.744082
22.0,847,2697.561243
5.0,385,2697.923255
10.0,828,2698.750221
10.0,691,2699.386379
17.0,1231,2700.531962
7.0,495,2701.012009
9.0,679,2701.636214
16.0,873,2702.489314
18.0,951,2703.41071
5.0,489,2703.890193
26.0,1231,2705.037616
7.0,473,2705.493575
7.0,595,2706.063116
21.0,1047,2707.040097
21.0,899,2707.87334
5.0,396,2708.236907
12.0,613,2708.827364
16.0,828,2709.636057
6.0,440,2710.050226
9.0,612,2710.639316
22.0,1124,2711.6926
21.0,948,2712.597979
9.0,718,2713.270459
11.0,538,2713.778242
25.0,1280,2714.961475
23.0,1208,2716.111813
17.0,985,2717.073576
24.0,1297,2718.270571
5.0,500,2718.739904
15.0,959,2719.680109
10.0,598,2720.253231
10.0,663,2720.886752
13.0,627,2721.485996
16.0,1039,2722.477848
18.0,954,2723.376635
8.0,538,2723.891668
15.0,928,2724.764318
2.0,512,2725.248265
7.0,602,2725.805938
16.0,958,2726.731113
13.0,761,2727.456967
7.0,630,2728.053972
14.0,981,2729.002415
18.0,991,2729.969254
8.0,451,2730.380723
22.0,826,2731.141199
9.0,512,2731.617877
4.0,494,2732.071835
11.0,780,2732.819951
17.0,1012,2733.760864
19.0,1121,2734.818921
15.0,850,2735.621966
22.0,1075,2736.634894
10.0,668,2737.279287
17.0,878,2738.101982
12.0,768,2738.838249
13.0,704,2739.488554
5.0,380,2739.861189
6.0,524,2740.381079
14.0,1093,2741.47237
26.0,1180,2742.636133
9.0,682,2743.301918
11.0,572,2743.83928
15.0,926,2744.710071
20.0,1174,2745.840526
18.0,936,2746.728134
9.0,479,2747.18128
10.0,611,2747.760699
13.0,731,2748.463805
9.0,483,2748.921625
18.0,848,2749.720289
16.0,1080,2750.723397
20.0,980,2751.643888
13.0,724,2752.340303
6.0,425,2752.750811
16.0,939,2753.650325
6.0,493,2754.125375
26.0,1082,2755.178992
6.0,521,2755.663438
12.0,753,2756.363402
30.0,1254,2757.496177
20.0,982,2758.419821
26.0,1247,2759.558131
30.0,1322,2760.780164
10.0,681,2761.435586
16.0,879,2762.254577
23.0,995,2763.180958
24.0,1235,2764.352529
12.0,645,2764.959795
10.0,500,2765.455972
16.0,824,2766.258986
10.0,827,2767.044216
22.0,1049,2768.05541
22.0,1135,2769.130214
22.0,1148,2770.204903
26.0,1149,2771.260395
19.0,974,2772.171373
13.0,785,2772.902627
14.0,851,2773.702669
24.0,1156,2774.781073
14.0,905,2775.626402
27.0,1248,2776.763469
11.0,656,2777.361534
6.0,527,2777.860223
13.0,1010,2778.84151
10.0,581,2779.404566
18.0,1041,2780.435449
14.0,752,2781.132822
19.0,1031,2782.078096
17.0,1094,2783.093187
22.0,1184,2784.184758
20.0,1008,2785.149767
17.0,819,2785.957989
9.0,504,2786.435643
12.0,675,2787.077923
22.0,1093,2788.09725
7.0,572,2788.642759
7.0,641,2789.233654
11.0,651,2789.857184
8.0,546,2790.37093
20.0,995,2791.332183
21.0,927,2792.191066
10.0,615,2792.780834
6.0,396,2793.163183
4.0,471,2793.604915
22.0,1036,2794.572748
8.0,504,2795.048564
18.0,860,2795.843577
16.0,902,2796.700186
13.0,841,2797.499837
6.0,467,2797.939632
20.0,1034,2798.908719
8.0,695,2799.565855
18.0,999,2800.500275
17.0,896,2801.338345
26.0,1138,2802.387052
10.0,649,2802.986711
10.0,682,2803.662584
11.0,947,2804.553562
12.0,687,2805.194194
6.0,465,2805.640686
15.0,825,2806.415209
4.0,634,2807.014958
19.0,1075,2808.065853
20.0,1117,2809.135208
13.0,884,2809.968123
17.0,960,2810.863451
26.0,1261,2812.013171
15.0,998,2812.953621
24.0,1321,2814.172245
20.0,981,2815.099938
10.0,633,2815.722371
22.0,1099,2816.783747
19.0,948,2817.677404
14.0,1067,2818.713747
2.0,405,2819.089937
14.0,847,2819.885626
12.0,705,2820.551639
23.0,896,2821.415869
9.0,645,2822.021812
30.0,1316,2823.263377
10.0,640,2823.870742
26.0,1149,2824.908631
18.0,956,2825.807928
21.0,1206,2826.93327
7.0,593,2827.476319
21.0,913,2828.313393
8.0,614,2828.886414
13.0,819,2829.686083
26.0,1205,2830.872614
16.0,840,2831.67771
20.0,926,2832.558837
21.0,1193,2833.671934
3.0,530,2834.157762
9.0,553,2834.680039
22.0,812,2835.424404
13.0,798,2836.165852
17.0,1350,2837.431575
17.0,822,2838.212103
20.0,1031,2839.178865
20.0,1260,2840.339185
34.0,1755,2841.933613
23.0,1077,2842.969874
21.0,1002,2843.926869
16.0,724,2844.61596
18.0,904,2845.456318
14.0,735,2846.134061
10.0,555,2846.65706
26.0,1013,2847.633622
9.0,810,2848.411534
20.0,1033,2849.363014
21.0,939,2850.232348
8.0,602,2850.8012
6.0,372,2851.161609
21.0,934,2852.052429
9.0,510,2852.522555
21.0,916,2853.396134
11.0,769,2854.142104
21.0,957,2855.029026
10.0,710,2855.708211
9.0,572,2856.267082
5.0,553,2856.800985
17.0,1040,2857.77679
20.0,974,2858.682341
6.0,439,2859.08653
4.0,336,2859.406385
22.0,926,2860.27729
7.0,820,2861.058755
7.0,528,2861.575826
22.0,822,2862.352566
7.0,555,2862.870109
13.0,904,2863.728672
22.0,980,2864.627376
8.0,552,2865.138328
22.0,1179,2866.224983
1.0,516,2866.718857
7.0,560,2867.249162
6.0,409,2867.634396
6.0,540,2868.171115
9.0,541,2868.705823
26.0,1204,2869.845116
11.0,708,2870.522338
23.0,981,2871.435466
24.0,1365,2872.723454
12.0,718,2873.423961
5.0,373,2873.800478
6.0,534,2874.294735
12.0,592,2874.848121
7.0,565,2875.377921
15.0,894,2876.228408
35.0,1856,2877.89496
31.0,1388,2879.190888
9.0,782,2879.947637
25.0,1042,2880.988957
14.0,736,2881.735662
6.0,537,2882.257763
9.0,500,2882.739027
24.0,1099,2883.782106
32.0,1529,2885.175883
11.0,711,2885.850043
18.0,967,2886.758622
13.0,617,2887.343853
21.0,984,2888.250647
17.0,739,2888.93946
23.0,951,2889.810829
4.0,388,2890.165172
9.0,636,2890.757724
7.0,408,2891.128191
13.0,682,2891.790107
4.0,528,2892.298461
7.0,608,2892.884766
14.0,797,2893.673059
7.0,635,2894.304585
5.0,382,2894.674122
15.0,1082,2895.705055
13.0,604,2896.284264
5.0,406,2896.676221
27.0,1231,2897.813133
12.0,904,2898.663699
24.0,949,2899.525143
28.0,1165,2900.596599
28.0,1276,2901.776355
11.0,866,2902.593978
25.0,1149,2903.691279
14.0,908,2904.563524
20.0,1276,2905.799448
16.0,1196,2906.987326
9.0,582,2907.546878
21.0,909,2908.408921
3.0,389,2908.769796
20.0,1051,2909.757338
6.0,452,2910.185695
18.0,1164,2911.280544
10.0,674,2911.929444
13.0,1019,2912.877717
30.0,1178,2913.945524
5.0,372,2914.288128
24.0,1399,2915.565452
15.0,865,2916.372973
9.0,769,2917.127274
17.0,1048,2918.136773
13.0,615,2918.742396
11.0,679,2919.412032
18.0,952,2920.327914
40.0,1599,2921.829294
4.0,526,2922.325503
32.0,1382,2923.628038
17.0,870,2924.461223
17.0,901,2925.299255
8.0,958,2926.19023
8.0,512,2926.671612
15.0,1011,2927.605459
7.0,395,2927.976654
21.0,1067,2928.963684
14.0,775,2929.689262
15.0,896,2930.541787
6.0,682,2931.192441
12.0,633,2931.797362
23.0,995,2932.740837
21.0,1050,2933.726056
25.0,1270,2934.930994
19.0,1004,2935.906768
4.0,433,2936.311212
9.0,645,2936.920254
18.0,948,2937.803292
28.0,1207,2938.945604
24.0,1158,2940.042403
14.0,727,2940.724708
19.0,913,2941.588712
18.0,1290,2942.813004
22.0,1502,2944.192913
8.0,665,2944.835783
12.0,737,2945.522846
33.0,1884,2947.248997
23.0,1109,2948.307255
22.0,1238,2949.473804
13.0,797,2950.231711
6.0,521,2950.732596
23.0,936,2951.62913
22.0,1036,2952.614324
6.0,628,2953.20738
5.0,387,2953.571251
24.0,919,2954.43686
4.0,394,2954.800895
22.0,1167,2955.896245
29.0,1090,2956.899835
7.0,807,2957.680539
11.0,659,2958.299195
10.0,703,2958.970684
14.0,937,2959.854459
6.0,338,2960.177587
7.0,637,2960.768091
14.0,842,2961.546867
21.0,1175,2962.654984
10.0,810,2963.423519
10.0,848,2964.232688
11.0,804,2964.986257
5.0,332,2965.29154
15.0,687,2965.938821
20.0,933,2966.814306
4.0,662,2967.436538
16.0,1135,2968.502052
7.0,655,2969.116304
12.0,670,2969.762975
12.0,1096,2970.807787
11.0,642,2971.415396
11.0,663,2972.032571
20.0,1127,2973.085252
16.0,1186,2974.203416
15.0,892,2975.050164
5.0,408,2975.437929
23.0,1301,2976.642386
7.0,515,2977.114695
23.0,987,2978.052302
27.0,1127,2979.085684
3.0,375,2979.452055
25.0,1297,2980.681279
15.0,892,2981.546192
11.0,587,2982.122545
10.0,679,2982.777209
8.0,579,2983.324139
17.0,1137,2984.391567
11.0,947,2985.293069
12.0,1018,2986.268258
25.0,1155,2987.361509
5.0,374,2987.715343
11.0,633,2988.326625
5.0,754,2989.077798
6.0,393,2989.449145
7.0,663,2990.093162
9.0,661,2990.732481
14.0,770,2991.484511
12.0,976,2992.432758
16.0,879,2993.320691
8.0,544,2993.857323
8.0,364,2994.201703
3.0,614,2994.783333
5.0,364,2995.138546
8.0,627,2995.759084
10.0,881,2996.610432
27.0,1145,2997.670648
17.0,1010,2998.607618
24.0,931,2999.475226
12.0,896,3000.321495
8.0,631,3000.916508
15.0,865,3001.732285
19.0,947,3002.632805
5.0,457,3003.058609
5.0,540,3003.565145
31.0,1368,3004.799299
5.0,624,3005.390841
12.0,741,3006.118354
6.0,668,3006.772031
17.0,820,3007.587646
5.0,517,3008.109515
24.0,1190,3009.247334
17.0,1151,3010.331636
8.0,599,3010.898089
7.0,540,3011.403973
27.0,1357,3012.627393
5.0,428,3013.030138
9.0,616,3013.589656
13.0,851,3014.38213
9.0,735,3015.071486
17.0,1105,3016.09298
11.0,800,3016.831161
11.0,834,3017.611001
8.0,656,3018.22446
18.0,951,3019.138645
21.0,994,3020.083452
11.0,739,3020.820826
20.0,1229,3021.99062
29.0,1041,3022.976135
33.0,1375,3024.206705
4.0,472,3024.644611
13.0,728,3025.330132
13.0,669,3025.957827
7.0,533,3026.441928
7.0,442,3026.868098
10.0,683,3027.515819
6.0,532,3028.002402
15.0,782,3028.755903
16.0,1236,3029.928067
12.0,752,3030.618303
16.0,774,3031.366514
21.0,1152,3032.470751
17.0,770,3033.198381
4.0,624,3033.795292
11.0,649,3034.422729
5.0,420,3034.820742
8.0,411,3035.213724
24.0,836,3035.989572
4.0,522,3036.478151
8.0,616,3037.062917
5.0,403,3037.444097
8.0,763,3038.170738
10.0,751,3038.870807
21.0,1109,3039.919897
17.0,788,3040.661443
12.0,746,3041.36018
8.0,533,3041.86328
29.0,1206,3042.978332
11.0,643,3043.590495
21.0,1154,3044.70033
11.0,647,3045.30927
16.0,888,3046.1962
23.0,1139,3047.254427
19.0,976,3048.189451
15.0,715,3048.881415
24.0,1044,3049.860022
5.0,449,3050.280464
21.0,1101,3051.328027
8.0,609,3051.899839
28.0,1297,3053.089788
9.0,634,3053.690446
30.0,1071,3054.702748
12.0,662,3055.339626
9.0,605,3055.915274
10.0,539,3056.452689
19.0,1033,3057.443179
28.0,1223,3058.610923
10.0,637,3059.236882
2.0,484,3059.697155
12.0,694,3060.340748
7.0,461,3060.781102
27.0,1335,3061.999128
10.0,495,3062.470342
8.0,557,3063.011319
15.0,824,3063.782058
8.0,623,3064.372423
24.0,1251,3065.555609
14.0,672,3066.216451
23.0,1012,3067.140445
3.0,512,3067.612688
24.0,1173,3068.697479
11.0,659,3069.349864
21.0,1138,3070.468262
19.0,1096,3071.53606
17.0,1011,3072.484525
21.0,921,3073.327351
12.0,999,3074.268558
9.0,641,3074.877265
16.0,966,3075.792363
28.0,1229,3076.935618
19.0,1075,3077.945566
22.0,1303,3079.160128
18.0,922,3080.045591
9.0,553,3080.558663
15.0,1015,3081.522698
6.0,528,3082.01653
20.0,1117,3083.105114
17.0,1008,3084.098963
12.0,902,3084.948735
13.0,796,3085.696567
3.0,372,3086.035992
21.0,969,3086.926838
25.0,1281,3088.096379
17.0,998,3089.032995
34.0,1349,3090.254546
24.0,1018,3091.202918
9.0,630,3091.802042
28.0,1479,3093.174035
6.0,426,3093.578519
20.0,1002,3094.522843
15.0,720,3095.230916
9.0,739,3095.944211
18.0,993,3096.969401
7.0,531,3097.497467
18.0,720,3098.231706
7.0,604,3098.824305
22.0,1094,3099.880917
6.0,498,3100.371964
4.0,474,3100.834915
12.0,800,3101.61801
14.0,860,3102.449752
15.0,1009,3103.417931
20.0,892,3104.275807
13.0,637,3104.880311
6.0,387,3105.263198
11.0,659,3105.883248
20.0,1015,3106.83877
9.0,516,3107.347072
19.0,1028,3108.367817
7.0,743,3109.104066
14.0,817,3109.898163
25.0,1056,3110.875787
12.0,513,3111.368438
18.0,1238,3112.536701
19.0,955,3113.438946
5.0,358,3113.763015
18.0,1081,3114.762898
21.0,916,3115.635867
19.0,1092,3116.662408
15.0,992,3117.606214
12.0,670,3118.252332
21.0,885,3119.070587
15.0,969,3120.00306
14.0,657,3120.629086
24.0,1103,3121.703428
6.0,558,3122.258866
15.0,1012,3123.234674
12.0,718,3123.918654
16.0,885,3124.772025
16.0,964,3125.666415
15.0,1094,3126.697039
10.0,760,3127.40627
22.0,1099,3128.447426
21.0,980,3129.369219
13.0,678,3130.02552
20.0,1133,3131.122703
18.0,986,3132.055521
16.0,742,3132.774993
10.0,689,3133.464443
25.0,1401,3134.829636
14.0,765,3135.563604
30.0,1463,3136.934207
25.0,1340,3138.185506
19.0,889,3139.024029
9.0,766,3139.765021
4.0,610,3140.336892
20.0,916,3141.195282
10.0,473,3141.627174
11.0,636,3142.223325
11.0,761,3142.965086
16.0,882,3143.782923
19.0,951,3144.678792
8.0,610,3145.280542
34.0,1536,3146.758187
6.0,427,3147.182203
7.0,399,3147.567212
9.0,713,3148.232565
15.0,972,3149.165732
6.0,512,3149.643723
13.0,725,3150.340584
32.0,1341,3151.572248
34.0,1424,3152.866828
20.0,1022,3153.839505
3.0,492,3154.309747
8.0,669,3154.931304
21.0,1271,3156.112858
21.0,910,3156.986912
15.0,951,3157.923669
8.0,705,3158.626963
22.0,934,3159.556426
5.0,526,3160.070108
19.0,968,3160.985493
31.0,1400,3162.272268
15.0,917,3163.127422
2.0,315,3163.425088
30.0,1312,3164.629687
9.0,684,3165.278497
18.0,873,3166.077434
11.0,661,3166.694466
17.0,918,3167.554417
5.0,529,3168.041362
15.0,797,3168.807666
20.0,1122,3169.858816
11.0,555,3170.403137
10.0,566,3170.951704
14.0,1079,3172.012282
22.0,1454,3173.393283
15.0,921,3174.250751
26.0,1211,3175.367643
6.0,510,3175.860908
21.0,808,3176.629236
14.0,776,3177.362565
7.0,515,3177.841455
21.0,1039,3178.799832
31.0,1647,3180.308753
9.0,579,3180.859423
27.0,1198,3181.983806
8.0,453,3182.406436
26.0,1302,3183.636986
25.0,990,3184.638294
7.0,837,3185.46911
27.0,1035,3186.409995
21.0,1075,3187.404127
8.0,511,3187.889225
14.0,802,3188.678249
10.0,672,3189.318695
7.0,383,3189.686479
7.0,597,3190.271166
21.0,1127,3191.35301
14.0,729,3192.059911
17.0,1002,3193.021726
17.0,1118,3194.084692
23.0,917,3194.949238
7.0,456,3195.386464
20.0,896,3196.262428
21.0,897,3197.14899
19.0,964,3198.079855
17.0,859,3198.887159
27.0,1232,3200.030016
21.0,1084,3201.062392
9.0,686,3201.727755
10.0,600,3202.289272
22.0,817,3203.065686
17.0,894,3203.913255
8.0,646,3204.5256
14.0,790,3205.314128
8.0,618,3205.913971
3.0,306,3206.215991
12.0,814,3207.009208
27.0,1354,3208.327646
9.0,542,3208.841648
8.0,704,3209.535841
13.0,1049,3210.583828
4.0,499,3211.066332
5.0,470,3211.531615
10.0,703,3212.193109
8.0,814,3212.98646
13.0,707,3213.655569
13.0,838,3214.44133
28.0,1622,3215.893253
20.0,918,3216.768214
27.0,1087,3217.798561
4.0,379,3218.159987
15.0,839,3218.955514
7.0,506,3219.43245
34.0,1229,3220.576332
10.0,718,3221.287656
9.0,541,3221.807516
17.0,1194,3222.976881
5.0,577,3223.540747
9.0,666,3224.173287
13.0,745,3224.886102
19.0,1077,3225.916732
5.0,492,3226.376747
11.0,809,3227.130024
23.0,1031,3228.100996
34.0,1339,3229.291207
7.0,596,3229.856922
22.0,972,3230.753497
32.0,1354,3232.010651
23.0,1138,3233.056604
25.0,1161,3234.166691
27.0,1345,3235.452915
22.0,1041,3236.450514
19.0,1132,3237.524966
7.0,501,3237.99732
9.0,536,3238.493854
31.0,1094,3239.514574
5.0,392,3239.88052
15.0,848,3240.664916
9.0,611,3241.2343
5.0,339,3241.53725
12.0,816,3242.29648
20.0,861,3243.110413
19.0,972,3244.025597
10.0,642,3244.634715
15.0,670,3245.268676
10.0,621,3245.863403
17.0,702,3246.530081
9.0,685,3247.209676
20.0,982,3248.19658
19.0,849,3249.00948
31.0,1353,3250.248687
8.0,538,3250.756625
15.0,715,3251.41913
17.0,824,3252.1942
18.0,858,3252.991956
18.0,895,3253.83562
6.0,544,3254.333409
24.0,946,3255.220216
33.0,1874,3256.934282
22.0,1142,3257.99468
11.0,628,3258.611412
18.0,890,3259.482754
15.0,657,3260.143602
23.0,854,3260.99383
25.0,1216,3262.136416
12.0,703,3262.796908
4.0,474,3263.22965
20.0,982,3264.141248
13.0,930,3265.003532
12.0,654,3265.624837
15.0,742,3266.323428
21.0,924,3267.176995
17.0,852,3267.972239
21.0,1158,3269.057046
7.0,647,3269.672262
28.0,1182,3270.788831
14.0,895,3271.639898
20.0,1020,3272.611674
13.0,785,3273.398372
13.0,810,3274.187907
10.0,646,3274.796947
9.0,706,3275.479295
6.0,535,3275.991502
9.0,636,3276.602076
9.0,632,3277.190059
20.0,1024,3278.146013
5.0,396,3278.507758
8.0,512,3278.987107
26.0,1234,3280.125951
14.0,815,3280.893554
13.0,673,3281.531758
25.0,1139,3282.613068
24.0,1085,3283.647097
4.0,504,3284.13773
5.0,347,3284.473829
4.0,354,3284.803915
24.0,976,3285.745062
18.0,785,3286.525927
12.0,1019,3287.492357
10.0,623,3288.098962
11.0,708,3288.773266
7.0,518,3289.269308
20.0,1287,3290.491377
12.0,766,3291.207919
15.0,710,3291.870175
11.0,644,3292.465611
17.0,826,3293.228749
13.0,568,3293.779816
16.0,702,3294.456817
21.0,996,3295.381191
20.0,1029,3296.350068
20.0,1180,3297.496611
32.0,1314,3298.762934
17.0,794,3299.530889
31.0,1397,3300.82056
7.0,442,3301.243375
12.0,940,3302.142546
8.0,525,3302.646056
17.0,1066,3303.667495
6.0,387,3304.031292
9.0,603,3304.59603
15.0,783,3305.345984
13.0,826,3306.15207
21.0,1009,3307.136696
20.0,976,3308.069913
21.0,866,3308.893882
8.0,496,3309.391411
15.0,634,3310.006392
20.0,1008,3310.975281
23.0,1016,3311.957762
4.0,395,3312.333308
7.0,473,3312.776098
26.0,923,3313.652666
2.0,350,3313.97211
29.0,1316,3315.230566
8.0,639,3315.858269
17.0,935,3316.778832
27.0,1172,3317.898855
19.0,1079,3318.94514
8.0,424,3319.381514
10.0,647,3320.04041
7.0,710,3320.729273
5.0,515,3321.22032
32.0,1467,3322.602784
24.0,1341,3323.931161
7.0,571,3324.514021
27.0,1156,3325.593718
16.0,916,3326.466968
14.0,736,3327.163871
4.0,456,3327.606704
6.0,384,3327.977464
11.0,798,3328.748242
13.0,902,3329.616494
21.0,957,3330.545451
12.0,674,3331.189092
16.0,1043,3332.199206
24.0,1015,3333.150718
22.0,1032,3334.13939
17.0,821,3334.939988
7.0,588,3335.519668
9.0,703,3336.215179
8.0,364,3336.565925
17.0,890,3337.436938
23.0,1280,3338.643231
6.0,512,3339.121386
6.0,526,3339.632679
10.0,762,3340.351353
15.0,706,3341.025059
9.0,528,3341.526612
6.0,518,3342.026671
11.0,715,3342.711157
19.0,1157,3343.818128
8.0,499,3344.296481
17.0,1061,3345.320153
15.0,687,3345.974999
8.0,644,3346.590167
7.0,495,3347.057276
5.0,378,3347.429268
4.0,340,3347.7457
9.0,509,3348.241434
23.0,975,3349.171036
11.0,644,3349.81523
10.0,511,3350.29547
15.0,877,3351.152753
21.0,1038,3352.114857
8.0,539,3352.634734
16.0,718,3353.317643
22.0,889,3354.127959
11.0,634,3354.743426
19.0,921,3355.606285
20.0,1126,3356.666934
16.0,852,3357.498318
16.0,903,3358.357135
12.0,793,3359.127667
20.0,958,3360.075475
27.0,1049,3361.149143
3.0,471,3361.635953
20.0,903,3362.569431
21.0,1157,3363.725585
20.0,856,3364.560829
14.0,879,3365.431306
13.0,1112,3366.542109
11.0,583,3367.123086
19.0,1182,3368.279487
6.0,443,3368.711035
19.0,880,3369.582995
12.0,614,3370.174786
7.0,523,3370.708191
11.0,658,3371.360554
15.0,797,3372.152414
14.0,780,3372.972681
19.0,1176,3374.162255
20.0,1072,3375.268272
13.0,778,3376.038583
23.0,1123,3377.163131
16.0,801,3377.945792
18.0,983,3378.897024
23.0,1139,3380.021442
6.0,480,3380.490384
5.0,535,3381.029382
14.0,764,3381.766806
6.0,629,3382.363862
21.0,918,3383.224824
5.0,580,3383.783954
24.0,1042,3384.762295
23.0,1102,3385.841871
13.0,986,3386.81257
17.0,834,3387.627515
26.0,1644,3389.145698
13.0,634,3389.728314
14.0,682,3390.366363
11.0,624,3390.950761
19.0,1075,3391.978244
5.0,352,3392.299347
6.0,514,3392.786236
20.0,1087,3393.815164
16.0,889,3394.655943
13.0,660,3395.27849
22.0,1110,3396.331549
7.0,426,3396.73629
4.0,470,3397.173352
13.0,768,3397.89792
8.0,676,3398.557346
12.0,660,3399.196902
16.0,907,3400.113356
7.0,417,3400.517671
14.0,762,3401.247251
17.0,931,3402.135834
9.0,607,3402.718283
11.0,692,3403.378214
18.0,1102,3404.40972
21.0,1136,3405.484195
20.0,828,3406.263333
15.0,692,3406.932996
9.0,546,3407.461436
4.0,532,3407.969746
30.0,1353,3409.24042
22.0,1405,3410.565403
17.0,817,3411.354437
17.0,911,3412.234641
17.0,927,3413.152941
10.0,652,3413.762556
7.0,549,3414.279539
18.0,986,3415.2086
19.0,1083,3416.21304
20.0,876,3417.044901
17.0,993,3417.989599
23.0,1036,3418.966811
23.0,1005,3419.934971
35.0,1500,3421.279824
7.0,598,3421.839825
22.0,1041,3422.828887
13.0,689,3423.51054
24.0,988,3424.447314
9.0,567,3425.020736
10.0,641,3425.637726
30.0,1261,3426.779214
31.0,1389,3428.089701
10.0,664,3428.719411
26.0,1004,3429.691588
16.0,1116,3430.751908
25.0,995,3431.712086
20.0,809,3432.47743
6.0,658,3433.099427
11.0,626,3433.703191
4.0,503,3434.196099
19.0,1073,3435.200258
12.0,711,3435.871505
13.0,909,3436.748457
19.0,945,3437.683438
8.0,526,3438.200085
17.0,870,3439.041837
21.0,808,3439.803231
13.0,635,3440.411401
18.0,641,3441.022592
14.0,889,3441.848217
25.0,1053,3442.85911
22.0,933,3443.736685
11.0,800,3444.488942
18.0,840,3445.289875
